"ZIP
code [1]",Size of adjusted gross income,Number of returns
44830,"$50,000 under $75,000",1230
44830,"$75,000 under $100,000",590
44830,"$100,000 under $200,000",430
44830,"$200,000 or more",60
,,
44833,,"7,680"
44833,"$1 under $25,000",3030
44833,"$25,000 under $50,000",2430
44833,"$50,000 under $75,000",1120
44833,"$75,000 under $100,000",590
44833,"$100,000 under $200,000",450
44833,"$200,000 or more",60
,,
44836,,"1,210"
44836,"$1 under $25,000",360
44836,"$25,000 under $50,000",420
44836,"$50,000 under $75,000",210
44836,"$75,000 under $100,000",120
44836,"$100,000 under $200,000",100
44836,"$200,000 or more",**
,,
44837,,"1,860"
44837,"$1 under $25,000",730
44837,"$25,000 under $50,000",560
44837,"$50,000 under $75,000",300
44837,"$75,000 under $100,000",150
44837,"$100,000 under $200,000",120
44837,"$200,000 or more",**
,,
44839,,"6,750"
44839,"$1 under $25,000",2230
44839,"$25,000 under $50,000",1560
44839,"$50,000 under $75,000",1070
44839,"$75,000 under $100,000",690
44839,"$100,000 under $200,000",940
44839,"$200,000 or more",260
,,
44840,,"1,370"
44840,"$1 under $25,000",410
44840,"$25,000 under $50,000",400
44840,"$50,000 under $75,000",270
44840,"$75,000 under $100,000",150
44840,"$100,000 under $200,000",140
44840,"$200,000 or more",**
,,
44841,,420
44841,"$1 under $25,000",120
44841,"$25,000 under $50,000",130
44841,"$50,000 under $75,000",80
44841,"$75,000 under $100,000",50
44841,"$100,000 under $200,000",40
44841,"$200,000 or more",**
,,
44842,,"2,770"
44842,"$1 under $25,000",1030
44842,"$25,000 under $50,000",850
44842,"$50,000 under $75,000",450
44842,"$75,000 under $100,000",230
44842,"$100,000 under $200,000",190
44842,"$200,000 or more",20
,,
44843,,"1,270"
44843,"$1 under $25,000",420
44843,"$25,000 under $50,000",380
44843,"$50,000 under $75,000",220
44843,"$75,000 under $100,000",120
44843,"$100,000 under $200,000",110
44843,"$200,000 or more",20
,,
44844,,380
44844,"$1 under $25,000",130
44844,"$25,000 under $50,000",100
44844,"$50,000 under $75,000",70
44844,"$75,000 under $100,000",40
44844,"$100,000 under $200,000",40
44844,"$200,000 or more",**
,,
44846,,"1,770"
44846,"$1 under $25,000",570
44846,"$25,000 under $50,000",370
44846,"$50,000 under $75,000",290
44846,"$75,000 under $100,000",210
44846,"$100,000 under $200,000",260
44846,"$200,000 or more",70
,,
44847,,"1,810"
44847,"$1 under $25,000",610
44847,"$25,000 under $50,000",480
44847,"$50,000 under $75,000",330
44847,"$75,000 under $100,000",190
44847,"$100,000 under $200,000",200
44847,"$200,000 or more",**
,,
44849,,"1,070"
44849,"$1 under $25,000",370
44849,"$25,000 under $50,000",350
44849,"$50,000 under $75,000",170
44849,"$75,000 under $100,000",100
44849,"$100,000 under $200,000",80
44849,"$200,000 or more",**
,,
44851,,"2,510"
44851,"$1 under $25,000",920
44851,"$25,000 under $50,000",730
44851,"$50,000 under $75,000",410
44851,"$75,000 under $100,000",250
44851,"$100,000 under $200,000",200
44851,"$200,000 or more",**
,,
44853,,740
44853,"$1 under $25,000",240
44853,"$25,000 under $50,000",230
44853,"$50,000 under $75,000",120
44853,"$75,000 under $100,000",60
44853,"$100,000 under $200,000",90
44853,"$200,000 or more",**
,,
44854,,910
44854,"$1 under $25,000",320
44854,"$25,000 under $50,000",280
44854,"$50,000 under $75,000",150
44854,"$75,000 under $100,000",80
44854,"$100,000 under $200,000",80
44854,"$200,000 or more",**
,,
44855,,610
44855,"$1 under $25,000",220
44855,"$25,000 under $50,000",170
44855,"$50,000 under $75,000",110
44855,"$75,000 under $100,000",60
44855,"$100,000 under $200,000",50
44855,"$200,000 or more",**
,,
44857,,"11,620"
44857,"$1 under $25,000",4490
44857,"$25,000 under $50,000",3250
44857,"$50,000 under $75,000",1730
44857,"$75,000 under $100,000",1060
44857,"$100,000 under $200,000",910
44857,"$200,000 or more",180
,,
44859,,860
44859,"$1 under $25,000",290
44859,"$25,000 under $50,000",270
44859,"$50,000 under $75,000",150
44859,"$75,000 under $100,000",80
44859,"$100,000 under $200,000",70
44859,"$200,000 or more",**
,,
44864,,"1,550"
44864,"$1 under $25,000",570
44864,"$25,000 under $50,000",460
44864,"$50,000 under $75,000",230
44864,"$75,000 under $100,000",150
44864,"$100,000 under $200,000",120
44864,"$200,000 or more",20
,,
44865,,"1,450"
44865,"$1 under $25,000",550
44865,"$25,000 under $50,000",440
44865,"$50,000 under $75,000",240
44865,"$75,000 under $100,000",130
44865,"$100,000 under $200,000",90
44865,"$200,000 or more",**
,,
44866,,880
44866,"$1 under $25,000",300
44866,"$25,000 under $50,000",260
44866,"$50,000 under $75,000",150
44866,"$75,000 under $100,000",90
44866,"$100,000 under $200,000",80
44866,"$200,000 or more",**
,,
44867,,"1,070"
44867,"$1 under $25,000",350
44867,"$25,000 under $50,000",310
44867,"$50,000 under $75,000",170
44867,"$75,000 under $100,000",120
44867,"$100,000 under $200,000",120
44867,"$200,000 or more",**
,,
44870,,"19,870"
44870,"$1 under $25,000",8780
44870,"$25,000 under $50,000",5560
44870,"$50,000 under $75,000",2520
44870,"$75,000 under $100,000",1370
44870,"$100,000 under $200,000",1310
44870,"$200,000 or more",330
,,
44875,,"6,530"
44875,"$1 under $25,000",2500
44875,"$25,000 under $50,000",1860
44875,"$50,000 under $75,000",1080
44875,"$75,000 under $100,000",590
44875,"$100,000 under $200,000",440
44875,"$200,000 or more",60
,,
44878,,"1,220"
44878,"$1 under $25,000",450
44878,"$25,000 under $50,000",380
44878,"$50,000 under $75,000",190
44878,"$75,000 under $100,000",110
44878,"$100,000 under $200,000",90
44878,"$200,000 or more",**
,,
44880,,"1,310"
44880,"$1 under $25,000",470
44880,"$25,000 under $50,000",400
44880,"$50,000 under $75,000",220
44880,"$75,000 under $100,000",130
44880,"$100,000 under $200,000",90
44880,"$200,000 or more",**
,,
44882,,"1,380"
44882,"$1 under $25,000",460
44882,"$25,000 under $50,000",420
44882,"$50,000 under $75,000",240
44882,"$75,000 under $100,000",150
44882,"$100,000 under $200,000",110
44882,"$200,000 or more",**
,,
44883,,"13,560"
44883,"$1 under $25,000",5060
44883,"$25,000 under $50,000",4150
44883,"$50,000 under $75,000",1930
44883,"$75,000 under $100,000",1190
44883,"$100,000 under $200,000",1030
44883,"$200,000 or more",200
,,
44887,,470
44887,"$1 under $25,000",150
44887,"$25,000 under $50,000",140
44887,"$50,000 under $75,000",80
44887,"$75,000 under $100,000",60
44887,"$100,000 under $200,000",40
44887,"$200,000 or more",**
,,
44889,,"3,270"
44889,"$1 under $25,000",1080
44889,"$25,000 under $50,000",790
44889,"$50,000 under $75,000",610
44889,"$75,000 under $100,000",340
44889,"$100,000 under $200,000",390
44889,"$200,000 or more",60
,,
44890,,"5,100"
44890,"$1 under $25,000",1960
44890,"$25,000 under $50,000",1530
44890,"$50,000 under $75,000",790
44890,"$75,000 under $100,000",420
44890,"$100,000 under $200,000",340
44890,"$200,000 or more",60
,,
44902,,"1,800"
44902,"$1 under $25,000",1210
44902,"$25,000 under $50,000",460
44902,"$50,000 under $75,000",90
44902,"$75,000 under $100,000",40
44902,"$100,000 under $200,000",**
44902,"$200,000 or more",**
,,
44903,,"11,810"
44903,"$1 under $25,000",4800
44903,"$25,000 under $50,000",3140
44903,"$50,000 under $75,000",1600
44903,"$75,000 under $100,000",1010
44903,"$100,000 under $200,000",1030
44903,"$200,000 or more",230
,,
44904,,"7,030"
44904,"$1 under $25,000",2270
44904,"$25,000 under $50,000",1880
44904,"$50,000 under $75,000",1140
44904,"$75,000 under $100,000",790
44904,"$100,000 under $200,000",800
44904,"$200,000 or more",150
,,
44905,,"5,630"
44905,"$1 under $25,000",2500
44905,"$25,000 under $50,000",1830
44905,"$50,000 under $75,000",770
44905,"$75,000 under $100,000",330
44905,"$100,000 under $200,000",200
44905,"$200,000 or more",**
,,
44906,,"7,880"
44906,"$1 under $25,000",3380
44906,"$25,000 under $50,000",2260
44906,"$50,000 under $75,000",1080
44906,"$75,000 under $100,000",530
44906,"$100,000 under $200,000",470
44906,"$200,000 or more",160
,,
44907,,"7,070"
44907,"$1 under $25,000",3080
44907,"$25,000 under $50,000",2120
44907,"$50,000 under $75,000",950
44907,"$75,000 under $100,000",470
44907,"$100,000 under $200,000",380
44907,"$200,000 or more",70
,,
45002,,"6,680"
45002,"$1 under $25,000",2170
45002,"$25,000 under $50,000",1490
45002,"$50,000 under $75,000",900
45002,"$75,000 under $100,000",620
45002,"$100,000 under $200,000",1140
45002,"$200,000 or more",360
,,
45003,,470
45003,"$1 under $25,000",180
45003,"$25,000 under $50,000",160
45003,"$50,000 under $75,000",80
45003,"$75,000 under $100,000",20
45003,"$100,000 under $200,000",30
45003,"$200,000 or more",**
,,
45005,,"14,780"
45005,"$1 under $25,000",5320
45005,"$25,000 under $50,000",3980
45005,"$50,000 under $75,000",2430
45005,"$75,000 under $100,000",1490
45005,"$100,000 under $200,000",1410
45005,"$200,000 or more",150
,,
45011,,"31,680"
45011,"$1 under $25,000",11240
45011,"$25,000 under $50,000",6990
45011,"$50,000 under $75,000",3960
45011,"$75,000 under $100,000",3110
45011,"$100,000 under $200,000",5160
45011,"$200,000 or more",1220
,,
45013,,"25,130"
45013,"$1 under $25,000",8690
45013,"$25,000 under $50,000",6830
45013,"$50,000 under $75,000",3980
45013,"$75,000 under $100,000",2440
45013,"$100,000 under $200,000",2700
45013,"$200,000 or more",490
,,
45014,,"23,200"
45014,"$1 under $25,000",7610
45014,"$25,000 under $50,000",7110
45014,"$50,000 under $75,000",3640
45014,"$75,000 under $100,000",2120
45014,"$100,000 under $200,000",2300
45014,"$200,000 or more",420
,,
45015,,"5,450"
45015,"$1 under $25,000",2400
45015,"$25,000 under $50,000",1860
45015,"$50,000 under $75,000",730
45015,"$75,000 under $100,000",290
45015,"$100,000 under $200,000",170
45015,"$200,000 or more",**
,,
45030,,"9,630"
45030,"$1 under $25,000",2980
45030,"$25,000 under $50,000",2360
45030,"$50,000 under $75,000",1620
45030,"$75,000 under $100,000",1100
45030,"$100,000 under $200,000",1380
45030,"$200,000 or more",190
,,
45033,,130
45033,"$1 under $25,000",60
45033,"$25,000 under $50,000",40
45033,"$50,000 under $75,000",30
45033,"$75,000 under $100,000",**
45033,"$100,000 under $200,000",**
45033,"$200,000 or more",**
,,
45034,,600
45034,"$1 under $25,000",170
45034,"$25,000 under $50,000",90
45034,"$50,000 under $75,000",80
45034,"$75,000 under $100,000",70
45034,"$100,000 under $200,000",140
45034,"$200,000 or more",50
,,
45036,,"17,180"
45036,"$1 under $25,000",5300
45036,"$25,000 under $50,000",3560
45036,"$50,000 under $75,000",2400
45036,"$75,000 under $100,000",1970
45036,"$100,000 under $200,000",3110
45036,"$200,000 or more",840
,,
45039,,"12,880"
45039,"$1 under $25,000",3120
45039,"$25,000 under $50,000",2300
45039,"$50,000 under $75,000",2120
45039,"$75,000 under $100,000",1730
45039,"$100,000 under $200,000",2770
45039,"$200,000 or more",840
,,
45040,,"26,130"
45040,"$1 under $25,000",7200
45040,"$25,000 under $50,000",3780
45040,"$50,000 under $75,000",3130
45040,"$75,000 under $100,000",2830
45040,"$100,000 under $200,000",5970
45040,"$200,000 or more",3220
,,
45042,,"12,770"
45042,"$1 under $25,000",4600
45042,"$25,000 under $50,000",3530
45042,"$50,000 under $75,000",2030
45042,"$75,000 under $100,000",1210
45042,"$100,000 under $200,000",1200
45042,"$200,000 or more",200
,,
45044,,"23,790"
45044,"$1 under $25,000",9510
45044,"$25,000 under $50,000",5590
45044,"$50,000 under $75,000",2950
45044,"$75,000 under $100,000",1940
45044,"$100,000 under $200,000",2960
45044,"$200,000 or more",840
,,
45050,,"5,340"
45050,"$1 under $25,000",1430
45050,"$25,000 under $50,000",1190
45050,"$50,000 under $75,000",1010
45050,"$75,000 under $100,000",770
45050,"$100,000 under $200,000",850
45050,"$200,000 or more",90
,,
45052,,"2,170"
45052,"$1 under $25,000",650
45052,"$25,000 under $50,000",430
45052,"$50,000 under $75,000",290
45052,"$75,000 under $100,000",240
45052,"$100,000 under $200,000",410
45052,"$200,000 or more",150
,,
45053,,"1,650"
45053,"$1 under $25,000",430
45053,"$25,000 under $50,000",350
45053,"$50,000 under $75,000",300
45053,"$75,000 under $100,000",230
45053,"$100,000 under $200,000",290
45053,"$200,000 or more",50
,,
45054,,"1,140"
45054,"$1 under $25,000",320
45054,"$25,000 under $50,000",230
45054,"$50,000 under $75,000",210
45054,"$75,000 under $100,000",130
45054,"$100,000 under $200,000",200
45054,"$200,000 or more",50
,,
45056,,"7,250"
45056,"$1 under $25,000",2540
45056,"$25,000 under $50,000",1570
45056,"$50,000 under $75,000",1060
45056,"$75,000 under $100,000",690
45056,"$100,000 under $200,000",1110
45056,"$200,000 or more",280
,,
45064,,"1,340"
45064,"$1 under $25,000",410
45064,"$25,000 under $50,000",310
45064,"$50,000 under $75,000",280
45064,"$75,000 under $100,000",170
45064,"$100,000 under $200,000",170
45064,"$200,000 or more",**
,,
45065,,"2,560"
45065,"$1 under $25,000",900
45065,"$25,000 under $50,000",610
45065,"$50,000 under $75,000",320
45065,"$75,000 under $100,000",220
45065,"$100,000 under $200,000",350
45065,"$200,000 or more",160
,,
45066,,"12,270"
45066,"$1 under $25,000",3220
45066,"$25,000 under $50,000",1650
45066,"$50,000 under $75,000",1690
45066,"$75,000 under $100,000",1550
45066,"$100,000 under $200,000",2980
45066,"$200,000 or more",1180
,,
45067,,"6,700"
45067,"$1 under $25,000",2070
45067,"$25,000 under $50,000",2020
45067,"$50,000 under $75,000",1220
45067,"$75,000 under $100,000",770
45067,"$100,000 under $200,000",590
45067,"$200,000 or more",30
,,
45068,,"5,520"
45068,"$1 under $25,000",1630
45068,"$25,000 under $50,000",1000
45068,"$50,000 under $75,000",800
45068,"$75,000 under $100,000",630
45068,"$100,000 under $200,000",1060
45068,"$200,000 or more",400
,,
45069,,"25,850"
45069,"$1 under $25,000",7110
45069,"$25,000 under $50,000",4810
45069,"$50,000 under $75,000",3530
45069,"$75,000 under $100,000",2920
45069,"$100,000 under $200,000",5480
45069,"$200,000 or more",2000
,,
45101,,880
45101,"$1 under $25,000",370
45101,"$25,000 under $50,000",260
45101,"$50,000 under $75,000",100
45101,"$75,000 under $100,000",70
45101,"$100,000 under $200,000",80
45101,"$200,000 or more",**
,,
45102,,"11,010"
45102,"$1 under $25,000",3750
45102,"$25,000 under $50,000",2890
45102,"$50,000 under $75,000",1770
45102,"$75,000 under $100,000",1220
45102,"$100,000 under $200,000",1260
45102,"$200,000 or more",120
,,
45103,,"16,280"
45103,"$1 under $25,000",5350
45103,"$25,000 under $50,000",4160
45103,"$50,000 under $75,000",2580
45103,"$75,000 under $100,000",1730
45103,"$100,000 under $200,000",2100
45103,"$200,000 or more",360
,,
45106,,"5,430"
45106,"$1 under $25,000",1970
45106,"$25,000 under $50,000",1470
45106,"$50,000 under $75,000",920
45106,"$75,000 under $100,000",510
45106,"$100,000 under $200,000",480
45106,"$200,000 or more",80
,,
45107,,"4,420"
45107,"$1 under $25,000",1510
45107,"$25,000 under $50,000",1300
45107,"$50,000 under $75,000",740
45107,"$75,000 under $100,000",430
45107,"$100,000 under $200,000",380
45107,"$200,000 or more",60
,,
45111,,210
45111,"$1 under $25,000",60
45111,"$25,000 under $50,000",70
45111,"$50,000 under $75,000",50
45111,"$75,000 under $100,000",**
45111,"$100,000 under $200,000",30
45111,"$200,000 or more",**
,,
45113,,"1,960"
45113,"$1 under $25,000",640
45113,"$25,000 under $50,000",460
45113,"$50,000 under $75,000",290
45113,"$75,000 under $100,000",210
45113,"$100,000 under $200,000",290
45113,"$200,000 or more",70
,,
45118,,"1,790"
45118,"$1 under $25,000",580
45118,"$25,000 under $50,000",530
45118,"$50,000 under $75,000",310
45118,"$75,000 under $100,000",180
45118,"$100,000 under $200,000",190
45118,"$200,000 or more",**
,,
45120,,"1,460"
45120,"$1 under $25,000",580
45120,"$25,000 under $50,000",400
45120,"$50,000 under $75,000",210
45120,"$75,000 under $100,000",150
45120,"$100,000 under $200,000",120
45120,"$200,000 or more",**
,,
45121,,"3,730"
45121,"$1 under $25,000",1410
45121,"$25,000 under $50,000",1100
45121,"$50,000 under $75,000",560
45121,"$75,000 under $100,000",340
45121,"$100,000 under $200,000",270
45121,"$200,000 or more",50
,,
45122,,"5,000"
45122,"$1 under $25,000",1780
45122,"$25,000 under $50,000",1410
45122,"$50,000 under $75,000",770
45122,"$75,000 under $100,000",450
45122,"$100,000 under $200,000",510
45122,"$200,000 or more",80
,,
45123,,"3,570"
45123,"$1 under $25,000",1510
45123,"$25,000 under $50,000",1080
45123,"$50,000 under $75,000",450
45123,"$75,000 under $100,000",270
45123,"$100,000 under $200,000",220
45123,"$200,000 or more",40
,,
45130,,"1,550"
45130,"$1 under $25,000",580
45130,"$25,000 under $50,000",460
45130,"$50,000 under $75,000",260
45130,"$75,000 under $100,000",130
45130,"$100,000 under $200,000",120
45130,"$200,000 or more",**
,,
45133,,"9,860"
45133,"$1 under $25,000",4120
45133,"$25,000 under $50,000",2760
45133,"$50,000 under $75,000",1490
45133,"$75,000 under $100,000",760
45133,"$100,000 under $200,000",630
45133,"$200,000 or more",100
,,
45135,,"2,070"
45135,"$1 under $25,000",720
45135,"$25,000 under $50,000",620
45135,"$50,000 under $75,000",350
45135,"$75,000 under $100,000",190
45135,"$100,000 under $200,000",170
45135,"$200,000 or more",20
,,
45140,,"26,250"
45140,"$1 under $25,000",7370
45140,"$25,000 under $50,000",4840
45140,"$50,000 under $75,000",3430
45140,"$75,000 under $100,000",2670
45140,"$100,000 under $200,000",5330
45140,"$200,000 or more",2610
,,
45142,,"1,950"
45142,"$1 under $25,000",670
45142,"$25,000 under $50,000",620
45142,"$50,000 under $75,000",330
45142,"$75,000 under $100,000",190
45142,"$100,000 under $200,000",140
45142,"$200,000 or more",**
,,
45144,,"1,470"
45144,"$1 under $25,000",620
45144,"$25,000 under $50,000",440
45144,"$50,000 under $75,000",190
45144,"$75,000 under $100,000",120
45144,"$100,000 under $200,000",100
45144,"$200,000 or more",**
,,
45146,,660
45146,"$1 under $25,000",260
45146,"$25,000 under $50,000",180
45146,"$50,000 under $75,000",100
45146,"$75,000 under $100,000",60
45146,"$100,000 under $200,000",60
45146,"$200,000 or more",**
,,
45148,,720
45148,"$1 under $25,000",270
45148,"$25,000 under $50,000",200
45148,"$50,000 under $75,000",120
45148,"$75,000 under $100,000",70
45148,"$100,000 under $200,000",60
